Alias;Type;Experiment;Geometry;Parent;Species;Variety;ExperimentModalities;Repetition
185/DZ_PG_32/ZM4352/WD1/1/DIA2017-05-19;Plot;;Polygon ((3.972742 43.61264, 3.972772 43.61262, 3.97282 43.61266, 3.97279 43.61268, 3.972742 43.61264));;Maize;iPG155;WD1;1
186/DZ_PG_54/ZM4346/WD1/1/DIA2017-05-19;Plot;;Polygon ((3.972772 43.61262, 3.972802 43.6126, 3.97285 43.61264, 3.97282 43.61266, 3.972772 43.61262));;Maize;iPG116;WD1;1
187/DZ_PG_24/ZM4342/WD1/1/DIA2017-05-19;Plot;;Polygon ((3.972802 43.6126, 3.972832 43.61258, 3.97288 43.61263, 3.97285 43.61264, 3.972802 43.6126));;Maize;iPG131;WD1;1
188/DZ_PG_07/ZM4351/WD1/1/DIA2017-05-19;Plot;;Polygon ((3.972832 43.61258, 3.972863 43.61257, 3.972911 43.61261, 3.97288 43.61263, 3.972832 43.61258));;Maize;iPG062;WD1;1
189/DZ_PG_67/ZM4394/WD1/1/DIA2017-05-19;Plot;;Polygon ((3.972863 43.61257, 3.972893 43.61255, 3.972941 43.61259, 3.972911 43.61261, 3.972863 43.61257));;Maize;iPG310;WD1;1
190/DZ_PG_44/ZM4369/WD1/1/DIA2017-05-19;Plot;;Polygon ((3.972893 43.61255, 3.972923 43.61253, 3.972971 43.61257, 3.972941 43.61259, 3.972893 43.61255));;Maize;iPG189;WD1;1
191/DZ_PG_63/ZM4392/WD1/1/DIA2017-05-19;Plot;;Polygon ((3.972923 43.61253, 3.972953 43.61251, 3.973001 43.61255, 3.972971 43.61257, 3.972923 43.61253));;Maize;iPG304;WD1;1
192/DZ_PG_69/ZM4396/WD1/1/DIA2017-05-19;Plot;;Polygon ((3.972953 43.61251, 3.972984 43.61249, 3.973032 43.61253, 3.973001 43.61255, 3.972953 43.61251));;Maize;iPG312;WD1;1
193/DZ_PG_20/ZM4344/WD1/1/DIA2017-05-19;Plot;;Polygon ((3.972984 43.61249, 3.973014 43.61247, 3.973062 43.61251, 3.973032 43.61253, 3.972984 43.61249));;Maize;iPG119;WD1;1
194/DZ_PG_04/ZM4366/WD1/1/DIA2017-05-19;Plot;;Polygon ((3.973014 43.61247, 3.973044 43.61245, 3.973092 43.6125, 3.973062 43.61251, 3.973014 43.61247));;Maize;iPG321;WD1;1
195/DZ_PG_14/ZM4375/WD1/1/DIA2017-05-19;Plot;;Polygon ((3.973044 43.61245, 3.973074 43.61244, 3.973122 43.61248, 3.973092 43.6125, 3.973044 43.61245));;Maize;iPG101;WD1;1
196/DZ_PG_25/ZM4382/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972996 43.61241, 3.973026 43.61239, 3.973074 43.61244, 3.973044 43.61245, 3.972996 43.61241));;Maize;iPG136;WD1;2
197/DZ_PG_19/ZM4367/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972966 43.61243, 3.972996 43.61241, 3.973044 43.61245, 3.973014 43.61247, 3.972966 43.61243));;Maize;iPG117;WD1;2
198/DZ_PG_31/ZM4347/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972936 43.61245, 3.972966 43.61243, 3.973014 43.61247, 3.972984 43.61249, 3.972936 43.61245));;Maize;iPG153;WD1;2
199/DZ_PG_35/ZM4358/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972905 43.61247, 3.972936 43.61245, 3.972984 43.61249, 3.972953 43.61251, 3.972905 43.61247));;Maize;iPG164;WD1;2
200/DZ_PG_17/ZM4348/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972875 43.61249, 3.972905 43.61247, 3.972953 43.61251, 3.972923 43.61253, 3.972875 43.61249));;Maize;iPG110;WD1;2
201/DZ_PG_24/ZM4342/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972845 43.61251, 3.972875 43.61249, 3.972923 43.61253, 3.972893 43.61255, 3.972845 43.61251));;Maize;iPG131;WD1;2
202/DZ_PG_34/ZM4384/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972815 43.61252, 3.972845 43.61251, 3.972893 43.61255, 3.972863 43.61257, 3.972815 43.61252));;Maize;iPG159;WD1;2
203/DZ_PG_50/ZM4363/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972784 43.61254, 3.972815 43.61252, 3.972863 43.61257, 3.972832 43.61258, 3.972784 43.61254));;Maize;iPG233;WD1;2
204/DZ_PG_04/ZM4366/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972754 43.61256, 3.972784 43.61254, 3.972832 43.61258, 3.972802 43.6126, 3.972754 43.61256));;Maize;iPG321;WD1;2
205/DZ_PG_49/ZM4389/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972724 43.61258, 3.972754 43.61256, 3.972802 43.6126, 3.972772 43.61262, 3.972724 43.61258));;Maize;iPG228;WD1;2
206/DZ_PG_21/ZM4360/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972694 43.6126, 3.972724 43.61258, 3.972772 43.61262, 3.972742 43.61264, 3.972694 43.6126));;Maize;iPG120;WD1;2
207/DZ_PG_69/ZM4396/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972663 43.61262, 3.972694 43.6126, 3.972742 43.61264, 3.972711 43.61266, 3.972663 43.61262));;Maize;iPG312;WD1;2
208/DZ_PG_62/ZM4393/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972633 43.61264, 3.972663 43.61262, 3.972711 43.61266, 3.972681 43.61268, 3.972633 43.61264));;Maize;iPG303;WD1;2
209/DZ_PG_63/ZM4392/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972585 43.61259, 3.972615 43.61258, 3.972663 43.61262, 3.972633 43.61264, 3.972585 43.61259));;Maize;iPG304;WD1;2
210/DZ_PG_01/ZM4381/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972615 43.61258, 3.972646 43.61256, 3.972694 43.6126, 3.972663 43.61262, 3.972615 43.61258));;Maize;iPG004;WD1;2
211/DZ_PG_12/ZM1304_lot1/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972646 43.61256, 3.972676 43.61254, 3.972724 43.61258, 3.972694 43.6126, 3.972646 43.61256));;Maize;iPG082;WD1;2
212/DZ_PG_69/ZM4396/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972676 43.61254, 3.972706 43.61252, 3.972754 43.61256, 3.972724 43.61258, 3.972676 43.61254));;Maize;iPG312;WD1;2
213/DZ_PG_03/ZM4377/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972706 43.61252, 3.972736 43.6125, 3.972784 43.61254, 3.972754 43.61256, 3.972706 43.61252));;Maize;iPG017;WD1;2
214/DKC4590/XXXX/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972736 43.6125, 3.972767 43.61248, 3.972815 43.61252, 3.972784 43.61254, 3.972736 43.6125));;Maize;DKC4590;WD1;2
215/DKC4590/XXXX/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972767 43.61248, 3.972797 43.61246, 3.972845 43.61251, 3.972815 43.61252, 3.972767 43.61248));;Maize;DKC4590;WD1;2
216/DZ_PG_44/ZM4369/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972797 43.61246, 3.972827 43.61245, 3.972875 43.61249, 3.972845 43.61251, 3.972797 43.61246));;Maize;iPG189;WD1;2
217/DZ_PG_45/ZM4385/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972827 43.61245, 3.972857 43.61243, 3.972905 43.61247, 3.972875 43.61249, 3.972827 43.61245));;Maize;iPG194;WD1;2
218/DZ_PG_33/ZM4353/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972857 43.61243, 3.972888 43.61241, 3.972936 43.61245, 3.972905 43.61247, 3.972857 43.61243));;Maize;iPG158;WD1;2
219/DZ_PG_52/ZM4370/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972888 43.61241, 3.972918 43.61239, 3.972966 43.61243, 3.972936 43.61245, 3.972888 43.61241));;Maize;iPG239;WD1;2
220/DZ_PG_45/ZM4385/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972918 43.61239, 3.972948 43.61237, 3.972996 43.61241, 3.972966 43.61243, 3.972918 43.61239));;Maize;iPG194;WD1;2
221/DZ_PG_51/ZM4350/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972948 43.61237, 3.972978 43.61235, 3.973026 43.61239, 3.972996 43.61241, 3.972948 43.61237));;Maize;iPG234;WD1;2
222/DZ_PG_47/ZM4362/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.9729 43.61233, 3.97293 43.61231, 3.972978 43.61235, 3.972948 43.61237, 3.9729 43.61233));;Maize;iPG202;WD1;2
223/DZ_PG_48/ZM4421/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.97287 43.61235, 3.9729 43.61233, 3.972948 43.61237, 3.972918 43.61239, 3.97287 43.61235));;Maize;iPG216;WD1;2
224/DZ_PG_11/ZM4386/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.97284 43.61237, 3.97287 43.61235, 3.972918 43.61239, 3.972888 43.61241, 3.97284 43.61237));;Maize;iPG077;WD1;2
225/DZ_PG_43/ZM4380/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972809 43.61239, 3.97284 43.61237, 3.972888 43.61241, 3.972857 43.61243, 3.972809 43.61239));;Maize;iPG188;WD1;2
226/DZ_PG_54/ZM4346/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972779 43.6124, 3.972809 43.61239, 3.972857 43.61243, 3.972827 43.61245, 3.972779 43.6124));;Maize;iPG116;WD1;2
227/DZ_PG_05/ZM4357/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972749 43.61242, 3.972779 43.6124, 3.972827 43.61245, 3.972797 43.61246, 3.972749 43.61242));;Maize;iPG026;WD1;2
228/DKC4590/XXXX/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972719 43.61244, 3.972749 43.61242, 3.972797 43.61246, 3.972767 43.61248, 3.972719 43.61244));;Maize;DKC4590;WD1;2
229/DZ_PG_20/ZM4344/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972688 43.61246, 3.972719 43.61244, 3.972767 43.61248, 3.972736 43.6125, 3.972688 43.61246));;Maize;iPG119;WD1;2
230/DZ_PG_72/ZM4398/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972658 43.61248, 3.972688 43.61246, 3.972736 43.6125, 3.972706 43.61252, 3.972658 43.61248));;Maize;iPG314;WD1;2
231/DZ_PG_41/ZM4378/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972628 43.6125, 3.972658 43.61248, 3.972706 43.61252, 3.972676 43.61254, 3.972628 43.6125));;Maize;iPG181;WD1;2
232/DZ_PG_74/ZM4397/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972598 43.61252, 3.972628 43.6125, 3.972676 43.61254, 3.972646 43.61256, 3.972598 43.61252));;Maize;iPG313;WD1;2
233/DZ_PG_68/ZM4395/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972567 43.61254, 3.972598 43.61252, 3.972646 43.61256, 3.972615 43.61258, 3.972567 43.61254));;Maize;iPG311;WD1;2
234/DZ_PG_37/ZM4364/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972537 43.61255, 3.972567 43.61254, 3.972615 43.61258, 3.972585 43.61259, 3.972537 43.61255));;Maize;iPG167;WD1;2
235/DZ_PG_22/ZM4349/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972489 43.61251, 3.972519 43.61249, 3.972567 43.61254, 3.972537 43.61255, 3.972489 43.61251));;Maize;iPG121;WD1;2
236/DZ_PG_06/ZM4376/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972519 43.61249, 3.97255 43.61248, 3.972598 43.61252, 3.972567 43.61254, 3.972519 43.61249));;Maize;iPG029;WD1;2
237/DZ_PG_53/ZM4345/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.97255 43.61248, 3.97258 43.61246, 3.972628 43.6125, 3.972598 43.61252, 3.97255 43.61248));;Maize;iPG190;WD1;2
238/DZ_PG_26/ZM4387/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.97258 43.61246, 3.97261 43.61244, 3.972658 43.61248, 3.972628 43.6125, 3.97258 43.61246));;Maize;iPG138;WD1;2
239/DZ_PG_14/ZM4375/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.97261 43.61244, 3.97264 43.61242, 3.972688 43.61246, 3.972658 43.61248, 3.97261 43.61244));;Maize;iPG101;WD1;2
240/DZ_PG_55/ZM4355/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.97264 43.61242, 3.972671 43.6124, 3.972719 43.61244, 3.972688 43.61246, 3.97264 43.61242));;Maize;iPG146;WD1;2
241/DKC4590/XXXX/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972671 43.6124, 3.972701 43.61238, 3.972749 43.61242, 3.972719 43.61244, 3.972671 43.6124));;Maize;DKC4590;WD1;2
242/DKC4590/XXXX/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972701 43.61238, 3.972731 43.61236, 3.972779 43.6124, 3.972749 43.61242, 3.972701 43.61238));;Maize;DKC4590;WD1;2
243/DZ_PG_30/ZM4361/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972731 43.61236, 3.972761 43.61234, 3.972809 43.61239, 3.972779 43.6124, 3.972731 43.61236));;Maize;iPG152;WD1;2
244/DZ_PG_09/ZM4368/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972761 43.61234, 3.972792 43.61233, 3.97284 43.61237, 3.972809 43.61239, 3.972761 43.61234));;Maize;iPG066;WD1;2
245/DZ_PG_10/ZM4365/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972792 43.61233, 3.972822 43.61231, 3.97287 43.61235, 3.97284 43.61237, 3.972792 43.61233));;Maize;iPG073;WD1;2
246/DZ_PG_66/ZM4391/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972822 43.61231, 3.972852 43.61229, 3.9729 43.61233, 3.97287 43.61235, 3.972822 43.61231));;Maize;iPG318;WD1;2
247/DZ_PG_23/ZM4388/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972852 43.61229, 3.972882 43.61227, 3.97293 43.61231, 3.9729 43.61233, 3.972852 43.61229));;Maize;iPG128;WD1;2
248/DZ_PG_27/ZM4354/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972804 43.61225, 3.972834 43.61223, 3.972882 43.61227, 3.972852 43.61229, 3.972804 43.61225));;Maize;iPG103;WD1;2
249/DZ_PG_62/ZM4393/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972774 43.61227, 3.972804 43.61225, 3.972852 43.61229, 3.972822 43.61231, 3.972774 43.61227));;Maize;iPG303;WD1;2
250/DZ_PG_13/ZM4379/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972744 43.61229, 3.972774 43.61227, 3.972822 43.61231, 3.972792 43.61233, 3.972744 43.61229));;Maize;iPG089;WD1;2
251/DZ_PG_16/ZM4359/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972713 43.6123, 3.972744 43.61229, 3.972792 43.61233, 3.972761 43.61234, 3.972713 43.6123));;Maize;iPG109;WD1;2
252/DZ_PG_32/ZM4352/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972683 43.61232, 3.972713 43.6123, 3.972761 43.61234, 3.972731 43.61236, 3.972683 43.61232));;Maize;iPG155;WD1;2
253/DZ_PG_77/ZM4452/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972653 43.61234, 3.972683 43.61232, 3.972731 43.61236, 3.972701 43.61238, 3.972653 43.61234));;Maize;iPG169;WD1;2
254/DZ_PG_62/ZM4393/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972623 43.61236, 3.972653 43.61234, 3.972701 43.61238, 3.972671 43.6124, 3.972623 43.61236));;Maize;iPG303;WD1;2
255/DZ_PG_02/ZM4356/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972592 43.61238, 3.972623 43.61236, 3.972671 43.6124, 3.97264 43.61242, 3.972592 43.61238));;Maize;iPG007;WD1;2
256/DZ_PG_08/ZM4343/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972562 43.6124, 3.972592 43.61238, 3.97264 43.61242, 3.97261 43.61244, 3.972562 43.6124));;Maize;iPG063;WD1;2
257/DZ_PG_67/ZM4394/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972532 43.61242, 3.972562 43.6124, 3.97261 43.61244, 3.97258 43.61246, 3.972532 43.61242));;Maize;iPG310;WD1;2
258/DZ_PG_40/ZM4390/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972502 43.61243, 3.972532 43.61242, 3.97258 43.61246, 3.97255 43.61248, 3.972502 43.61243));;Maize;iPG176;WD1;2
259/DZ_PG_07/ZM4351/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972471 43.61245, 3.972502 43.61243, 3.97255 43.61248, 3.972519 43.61249, 3.972471 43.61245));;Maize;iPG062;WD1;2
260/DZ_PG_67/ZM4394/WD1/2/DIA2017-05-19;Plot;;Polygon ((3.972441 43.61247, 3.972471 43.61245, 3.972519 43.61249, 3.972489 43.61251, 3.972441 43.61247));;Maize;iPG310;WD1;2
261/DZ_PG_51/ZM4350/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973387 43.61253, 3.973418 43.61251, 3.973466 43.61255, 3.973435 43.61257, 3.973387 43.61253));;Maize;iPG234;WD2;1
262/DZ_PG_08/ZM4343/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973418 43.61251, 3.973448 43.61249, 3.973496 43.61253, 3.973466 43.61255, 3.973418 43.61251));;Maize;iPG063;WD2;1
263/DZ_PG_67/ZM4394/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973448 43.61249, 3.973478 43.61247, 3.973526 43.61251, 3.973496 43.61253, 3.973448 43.61249));;Maize;iPG310;WD2;1
264/DZ_PG_43/ZM4380/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973478 43.61247, 3.973508 43.61245, 3.973556 43.61249, 3.973526 43.61251, 3.973478 43.61247));;Maize;iPG188;WD2;1
265/DZ_PG_01/ZM4381/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973508 43.61245, 3.973539 43.61243, 3.973587 43.61247, 3.973556 43.61249, 3.973508 43.61245));;Maize;iPG004;WD2;1
266/DZ_PG_66/ZM4391/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973539 43.61243, 3.973569 43.61241, 3.973617 43.61246, 3.973587 43.61247, 3.973539 43.61243));;Maize;iPG318;WD2;1
267/DZ_PG_69/ZM4396/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973569 43.61241, 3.973599 43.6124, 3.973647 43.61244, 3.973617 43.61246, 3.973569 43.61241));;Maize;iPG312;WD2;1
268/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973599 43.6124, 3.973629 43.61238, 3.973677 43.61242, 3.973647 43.61244, 3.973599 43.6124));;Maize;iPG303;WD2;1
269/DZ_PG_04/ZM4366/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973629 43.61238, 3.97366 43.61236, 3.973708 43.6124, 3.973677 43.61242, 3.973629 43.61238));;Maize;iPG321;WD2;1
270/DZ_PG_48/ZM4421/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.97366 43.61236, 3.97369 43.61234, 3.973738 43.61238, 3.973708 43.6124, 3.97366 43.61236));;Maize;iPG216;WD2;1
271/DZ_PG_34/ZM4384/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.97369 43.61234, 3.97372 43.61232, 3.973768 43.61236, 3.973738 43.61238, 3.97369 43.61234));;Maize;iPG159;WD2;1
272/DZ_PG_69/ZM4396/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.97372 43.61232, 3.97375 43.6123, 3.973798 43.61234, 3.973768 43.61236, 3.97372 43.61232));;Maize;iPG312;WD2;1
273/DZ_PG_02/ZM4356/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.97375 43.6123, 3.973781 43.61228, 3.973829 43.61233, 3.973798 43.61234, 3.97375 43.6123));;Maize;iPG007;WD2;1
274/DZ_PG_32/ZM4352/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973702 43.61226, 3.973733 43.61224, 3.973781 43.61228, 3.97375 43.6123, 3.973702 43.61226));;Maize;iPG155;WD2;1
275/DZ_PG_12/ZM1304_lot1/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973672 43.61228, 3.973702 43.61226, 3.97375 43.6123, 3.97372 43.61232, 3.973672 43.61228));;Maize;iPG082;WD2;1
276/DZ_PG_03/ZM4377/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973642 43.6123, 3.973672 43.61228, 3.97372 43.61232, 3.97369 43.61234, 3.973642 43.6123));;Maize;iPG017;WD2;1
277/DZ_PG_67/ZM4394/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973612 43.61232, 3.973642 43.6123, 3.97369 43.61234, 3.97366 43.61236, 3.973612 43.61232));;Maize;iPG310;WD2;1
278/DZ_PG_30/ZM4361/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973581 43.61234, 3.973612 43.61232, 3.97366 43.61236, 3.973629 43.61238, 3.973581 43.61234));;Maize;iPG152;WD2;1
279/DZ_PG_19/ZM4367/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973551 43.61235, 3.973581 43.61234, 3.973629 43.61238, 3.973599 43.6124, 3.973551 43.61235));;Maize;iPG117;WD2;1
280/DZ_PG_21/ZM4360/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973521 43.61237, 3.973551 43.61235, 3.973599 43.6124, 3.973569 43.61241, 3.973521 43.61237));;Maize;iPG120;WD2;1
281/DZ_PG_55/ZM4355/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973491 43.61239, 3.973521 43.61237, 3.973569 43.61241, 3.973539 43.61243, 3.973491 43.61239));;Maize;iPG146;WD2;1
282/DZ_PG_68/ZM4395/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.97346 43.61241, 3.973491 43.61239, 3.973539 43.61243, 3.973508 43.61245, 3.97346 43.61241));;Maize;iPG311;WD2;1
283/DZ_PG_27/ZM4354/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.97343 43.61243, 3.97346 43.61241, 3.973508 43.61245, 3.973478 43.61247, 3.97343 43.61243));;Maize;iPG103;WD2;1
284/DZ_PG_41/ZM4378/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.9734 43.61245, 3.97343 43.61243, 3.973478 43.61247, 3.973448 43.61249, 3.9734 43.61245));;Maize;iPG181;WD2;1
285/DZ_PG_63/ZM4392/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.97337 43.61247, 3.9734 43.61245, 3.973448 43.61249, 3.973418 43.61251, 3.97337 43.61247));;Maize;iPG304;WD2;1
286/DZ_PG_09/ZM4368/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973339 43.61248, 3.97337 43.61247, 3.973418 43.61251, 3.973387 43.61253, 3.973339 43.61248));;Maize;iPG066;WD2;1
287/DZ_PG_06/ZM4376/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973291 43.61244, 3.973322 43.61242, 3.97337 43.61247, 3.973339 43.61248, 3.973291 43.61244));;Maize;iPG029;WD2;1
