Alias;Type;Experiment;Geometry;Parent;Species;Variety;ExperimentModalities;Repetition
288/DZ_PG_22/ZM4349/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973322 43.61242, 3.973352 43.61241, 3.9734 43.61245, 3.97337 43.61247, 3.973322 43.61242));;Maize;iPG121;WD2;1
289/DZ_PG_37/ZM4364/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973352 43.61241, 3.973382 43.61239, 3.97343 43.61243, 3.9734 43.61245, 3.973352 43.61241));;Maize;iPG167;WD2;1
290/DZ_PG_49/ZM4389/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973382 43.61239, 3.973412 43.61237, 3.97346 43.61241, 3.97343 43.61243, 3.973382 43.61239));;Maize;iPG228;WD2;1
291/DZ_PG_17/ZM4348/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973412 43.61237, 3.973443 43.61235, 3.973491 43.61239, 3.97346 43.61241, 3.973412 43.61237));;Maize;iPG110;WD2;1
292/DZ_PG_72/ZM4398/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973443 43.61235, 3.973473 43.61233, 3.973521 43.61237, 3.973491 43.61239, 3.973443 43.61235));;Maize;iPG314;WD2;1
293/DZ_PG_47/ZM4362/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973473 43.61233, 3.973503 43.61231, 3.973551 43.61235, 3.973521 43.61237, 3.973473 43.61233));;Maize;iPG202;WD2;1
294/DZ_PG_13/ZM4379/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973503 43.61231, 3.973533 43.61229, 3.973581 43.61234, 3.973551 43.61235, 3.973503 43.61231));;Maize;iPG089;WD2;1
295/DZ_PG_25/ZM4382/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973533 43.61229, 3.973564 43.61228, 3.973612 43.61232, 3.973581 43.61234, 3.973533 43.61229));;Maize;iPG136;WD2;1
296/DZ_PG_24/ZM4342/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973564 43.61228, 3.973594 43.61226, 3.973642 43.6123, 3.973612 43.61232, 3.973564 43.61228));;Maize;iPG131;WD2;1
297/DKC4590/XXXX/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973594 43.61226, 3.973624 43.61224, 3.973672 43.61228, 3.973642 43.6123, 3.973594 43.61226));;Maize;DKC4590;WD2;1
298/DKC4590/XXXX/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973624 43.61224, 3.973654 43.61222, 3.973702 43.61226, 3.973672 43.61228, 3.973624 43.61224));;Maize;DKC4590;WD2;1
299/DKC4590/XXXX/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973654 43.61222, 3.973685 43.6122, 3.973733 43.61224, 3.973702 43.61226, 3.973654 43.61222));;Maize;DKC4590;WD2;1
300/DZ_PG_52/ZM4370/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973606 43.61218, 3.973637 43.61216, 3.973685 43.6122, 3.973654 43.61222, 3.973606 43.61218));;Maize;iPG239;WD2;1
301/DZ_PG_50/ZM4363/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973576 43.6122, 3.973606 43.61218, 3.973654 43.61222, 3.973624 43.61224, 3.973576 43.6122));;Maize;iPG233;WD2;1
302/DZ_PG_14/ZM4375/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973546 43.61222, 3.973576 43.6122, 3.973624 43.61224, 3.973594 43.61226, 3.973546 43.61222));;Maize;iPG101;WD2;1
303/DZ_PG_20/ZM4344/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973516 43.61223, 3.973546 43.61222, 3.973594 43.61226, 3.973564 43.61228, 3.973516 43.61223));;Maize;iPG119;WD2;1
304/DZ_PG_40/ZM4390/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973485 43.61225, 3.973516 43.61223, 3.973564 43.61228, 3.973533 43.61229, 3.973485 43.61225));;Maize;iPG176;WD2;1
305/DKC4590/XXXX/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973455 43.61227, 3.973485 43.61225, 3.973533 43.61229, 3.973503 43.61231, 3.973455 43.61227));;Maize;DKC4590;WD2;1
306/DKC4590/XXXX/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973425 43.61229, 3.973455 43.61227, 3.973503 43.61231, 3.973473 43.61233, 3.973425 43.61229));;Maize;DKC4590;WD2;1
307/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973395 43.61231, 3.973425 43.61229, 3.973473 43.61233, 3.973443 43.61235, 3.973395 43.61231));;Maize;iPG303;WD2;1
308/DZ_PG_23/ZM4388/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973364 43.61233, 3.973395 43.61231, 3.973443 43.61235, 3.973412 43.61237, 3.973364 43.61233));;Maize;iPG128;WD2;1
309/DZ_PG_74/ZM4397/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973334 43.61235, 3.973364 43.61233, 3.973412 43.61237, 3.973382 43.61239, 3.973334 43.61235));;Maize;iPG313;WD2;1
310/DZ_PG_44/ZM4369/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973304 43.61237, 3.973334 43.61235, 3.973382 43.61239, 3.973352 43.61241, 3.973304 43.61237));;Maize;iPG189;WD2;1
311/DZ_PG_77/ZM4452/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973274 43.61238, 3.973304 43.61237, 3.973352 43.61241, 3.973322 43.61242, 3.973274 43.61238));;Maize;iPG169;WD2;1
312/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973243 43.6124, 3.973274 43.61238, 3.973322 43.61242, 3.973291 43.61244, 3.973243 43.6124));;Maize;iPG303;WD2;1
313/DZ_PG_45/ZM4385/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973195 43.61236, 3.973226 43.61234, 3.973274 43.61238, 3.973243 43.6124, 3.973195 43.61236));;Maize;iPG194;WD2;1
314/DZ_PG_36/ZM4372/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973226 43.61234, 3.973256 43.61232, 3.973304 43.61237, 3.973274 43.61238, 3.973226 43.61234));;Maize;iPG165;WD2;1
315/DZ_PG_11/ZM4386/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973256 43.61232, 3.973286 43.61231, 3.973334 43.61235, 3.973304 43.61237, 3.973256 43.61232));;Maize;iPG077;WD2;1
316/DZ_PG_35/ZM4358/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973286 43.61231, 3.973316 43.61229, 3.973364 43.61233, 3.973334 43.61235, 3.973286 43.61231));;Maize;iPG164;WD2;1
317/DZ_PG_26/ZM4387/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973316 43.61229, 3.973347 43.61227, 3.973395 43.61231, 3.973364 43.61233, 3.973316 43.61229));;Maize;iPG138;WD2;1
318/DZ_PG_07/ZM4351/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973347 43.61227, 3.973377 43.61225, 3.973425 43.61229, 3.973395 43.61231, 3.973347 43.61227));;Maize;iPG062;WD2;1
319/DZ_PG_05/ZM4357/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973377 43.61225, 3.973407 43.61223, 3.973455 43.61227, 3.973425 43.61229, 3.973377 43.61225));;Maize;iPG026;WD2;1
320/DZ_PG_31/ZM4347/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973407 43.61223, 3.973437 43.61221, 3.973485 43.61225, 3.973455 43.61227, 3.973407 43.61223));;Maize;iPG153;WD2;1
321/DZ_PG_54/ZM4346/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973437 43.61221, 3.973468 43.61219, 3.973516 43.61223, 3.973485 43.61225, 3.973437 43.61221));;Maize;iPG116;WD2;1
322/DZ_PG_33/ZM4353/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973468 43.61219, 3.973498 43.61218, 3.973546 43.61222, 3.973516 43.61223, 3.973468 43.61219));;Maize;iPG158;WD2;1
323/DZ_PG_16/ZM4359/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973498 43.61218, 3.973528 43.61216, 3.973576 43.6122, 3.973546 43.61222, 3.973498 43.61218));;Maize;iPG109;WD2;1
324/DZ_PG_10/ZM4365/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973528 43.61216, 3.973558 43.61214, 3.973606 43.61218, 3.973576 43.6122, 3.973528 43.61216));;Maize;iPG073;WD2;1
325/DZ_PG_53/ZM4345/WD2/1/DIA2017-05-19;Plot;;Polygon ((3.973558 43.61214, 3.973589 43.61212, 3.973637 43.61216, 3.973606 43.61218, 3.973558 43.61214));;Maize;iPG190;WD2;1
326/DZ_PG_53/ZM4345/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.97351 43.6121, 3.973541 43.61208, 3.973589 43.61212, 3.973558 43.61214, 3.97351 43.6121));;Maize;iPG190;WD2;2
327/DZ_PG_14/ZM4375/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.97348 43.61212, 3.97351 43.6121, 3.973558 43.61214, 3.973528 43.61216, 3.97348 43.61212));;Maize;iPG101;WD2;2
328/DZ_PG_01/ZM4381/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.97345 43.61213, 3.97348 43.61212, 3.973528 43.61216, 3.973498 43.61218, 3.97345 43.61213));;Maize;iPG004;WD2;2
329/DZ_PG_67/ZM4394/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.97342 43.61215, 3.97345 43.61213, 3.973498 43.61218, 3.973468 43.61219, 3.97342 43.61215));;Maize;iPG310;WD2;2
330/DZ_PG_02/ZM4356/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973389 43.61217, 3.97342 43.61215, 3.973468 43.61219, 3.973437 43.61221, 3.973389 43.61217));;Maize;iPG007;WD2;2
331/DZ_PG_37/ZM4364/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973359 43.61219, 3.973389 43.61217, 3.973437 43.61221, 3.973407 43.61223, 3.973359 43.61219));;Maize;iPG167;WD2;2
332/DZ_PG_40/ZM4390/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973329 43.61221, 3.973359 43.61219, 3.973407 43.61223, 3.973377 43.61225, 3.973329 43.61221));;Maize;iPG176;WD2;2
333/DZ_PG_12/ZM1304_lot1/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973299 43.61223, 3.973329 43.61221, 3.973377 43.61225, 3.973347 43.61227, 3.973299 43.61223));;Maize;iPG082;WD2;2
334/DZ_PG_43/ZM4380/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973268 43.61225, 3.973299 43.61223, 3.973347 43.61227, 3.973316 43.61229, 3.973268 43.61225));;Maize;iPG188;WD2;2
335/DZ_PG_06/ZM4376/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973238 43.61226, 3.973268 43.61225, 3.973316 43.61229, 3.973286 43.61231, 3.973238 43.61226));;Maize;iPG029;WD2;2
336/DZ_PG_19/ZM4367/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973208 43.61228, 3.973238 43.61226, 3.973286 43.61231, 3.973256 43.61232, 3.973208 43.61228));;Maize;iPG117;WD2;2
337/DZ_PG_36/ZM4372/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973178 43.6123, 3.973208 43.61228, 3.973256 43.61232, 3.973226 43.61234, 3.973178 43.6123));;Maize;iPG165;WD2;2
338/DZ_PG_11/ZM4386/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973147 43.61232, 3.973178 43.6123, 3.973226 43.61234, 3.973195 43.61236, 3.973147 43.61232));;Maize;iPG077;WD2;2
339/DZ_PG_62/ZM4393/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973099 43.61228, 3.97313 43.61226, 3.973178 43.6123, 3.973147 43.61232, 3.973099 43.61228));;Maize;iPG303;WD2;2
340/DZ_PG_55/ZM4355/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.97313 43.61226, 3.97316 43.61224, 3.973208 43.61228, 3.973178 43.6123, 3.97313 43.61226));;Maize;iPG146;WD2;2
341/DZ_PG_33/ZM4353/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.97316 43.61224, 3.97319 43.61222, 3.973238 43.61226, 3.973208 43.61228, 3.97316 43.61224));;Maize;iPG158;WD2;2
342/DZ_PG_04/ZM4366/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.97319 43.61222, 3.97322 43.6122, 3.973268 43.61225, 3.973238 43.61226, 3.97319 43.61222));;Maize;iPG321;WD2;2
343/DZ_PG_48/ZM4421/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.97322 43.6122, 3.973251 43.61219, 3.973299 43.61223, 3.973268 43.61225, 3.97322 43.6122));;Maize;iPG216;WD2;2
344/DKC4590/XXXX/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973251 43.61219, 3.973281 43.61217, 3.973329 43.61221, 3.973299 43.61223, 3.973251 43.61219));;Maize;DKC4590;WD2;2
345/DKC4590/XXXX/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973281 43.61217, 3.973311 43.61215, 3.973359 43.61219, 3.973329 43.61221, 3.973281 43.61217));;Maize;DKC4590;WD2;2
346/DZ_PG_49/ZM4389/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973311 43.61215, 3.973341 43.61213, 3.973389 43.61217, 3.973359 43.61219, 3.973311 43.61215));;Maize;iPG228;WD2;2
347/DZ_PG_68/ZM4395/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973341 43.61213, 3.973372 43.61211, 3.97342 43.61215, 3.973389 43.61217, 3.973341 43.61213));;Maize;iPG311;WD2;2
348/DZ_PG_62/ZM4393/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973372 43.61211, 3.973402 43.61209, 3.97345 43.61213, 3.97342 43.61215, 3.973372 43.61211));;Maize;iPG303;WD2;2
349/DZ_PG_77/ZM4452/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973402 43.61209, 3.973432 43.61207, 3.97348 43.61212, 3.97345 43.61213, 3.973402 43.61209));;Maize;iPG169;WD2;2
350/DZ_PG_32/ZM4352/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973432 43.61207, 3.973462 43.61206, 3.97351 43.6121, 3.97348 43.61212, 3.973432 43.61207));;Maize;iPG155;WD2;2
351/DZ_PG_26/ZM4387/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973462 43.61206, 3.973493 43.61204, 3.973541 43.61208, 3.97351 43.6121, 3.973462 43.61206));;Maize;iPG138;WD2;2
352/DZ_PG_74/ZM4397/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973414 43.61201, 3.973445 43.612, 3.973493 43.61204, 3.973462 43.61206, 3.973414 43.61201));;Maize;iPG313;WD2;2
353/DZ_PG_54/ZM4346/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973384 43.61203, 3.973414 43.61201, 3.973462 43.61206, 3.973432 43.61207, 3.973384 43.61203));;Maize;iPG116;WD2;2
354/DZ_PG_67/ZM4394/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973354 43.61205, 3.973384 43.61203, 3.973432 43.61207, 3.973402 43.61209, 3.973354 43.61205));;Maize;iPG310;WD2;2
355/DZ_PG_62/ZM4393/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973324 43.61207, 3.973354 43.61205, 3.973402 43.61209, 3.973372 43.61211, 3.973324 43.61207));;Maize;iPG303;WD2;2
356/DZ_PG_69/ZM4396/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973293 43.61209, 3.973324 43.61207, 3.973372 43.61211, 3.973341 43.61213, 3.973293 43.61209));;Maize;iPG312;WD2;2
357/DZ_PG_24/ZM4342/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973263 43.61211, 3.973293 43.61209, 3.973341 43.61213, 3.973311 43.61215, 3.973263 43.61211));;Maize;iPG131;WD2;2
358/DKC4590/XXXX/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973233 43.61213, 3.973263 43.61211, 3.973311 43.61215, 3.973281 43.61217, 3.973233 43.61213));;Maize;DKC4590;WD2;2
359/DZ_PG_34/ZM4384/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973203 43.61214, 3.973233 43.61213, 3.973281 43.61217, 3.973251 43.61219, 3.973203 43.61214));;Maize;iPG159;WD2;2
360/DZ_PG_41/ZM4378/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973172 43.61216, 3.973203 43.61214, 3.973251 43.61219, 3.97322 43.6122, 3.973172 43.61216));;Maize;iPG181;WD2;2
361/DZ_PG_03/ZM4377/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973142 43.61218, 3.973172 43.61216, 3.97322 43.6122, 3.97319 43.61222, 3.973142 43.61218));;Maize;iPG017;WD2;2
362/DZ_PG_27/ZM4354/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973112 43.6122, 3.973142 43.61218, 3.97319 43.61222, 3.97316 43.61224, 3.973112 43.6122));;Maize;iPG103;WD2;2
363/DZ_PG_25/ZM4382/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973082 43.61222, 3.973112 43.6122, 3.97316 43.61224, 3.97313 43.61226, 3.973082 43.61222));;Maize;iPG136;WD2;2
364/DZ_PG_16/ZM4359/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973051 43.61224, 3.973082 43.61222, 3.97313 43.61226, 3.973099 43.61228, 3.973051 43.61224));;Maize;iPG109;WD2;2
365/DZ_PG_44/ZM4369/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973003 43.6122, 3.973034 43.61218, 3.973082 43.61222, 3.973051 43.61224, 3.973003 43.6122));;Maize;iPG189;WD2;2
366/DZ_PG_10/ZM4365/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973034 43.61218, 3.973064 43.61216, 3.973112 43.6122, 3.973082 43.61222, 3.973034 43.61218));;Maize;iPG073;WD2;2
367/DZ_PG_21/ZM4360/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973064 43.61216, 3.973094 43.61214, 3.973142 43.61218, 3.973112 43.6122, 3.973064 43.61216));;Maize;iPG120;WD2;2
368/DZ_PG_45/ZM4385/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973094 43.61214, 3.973124 43.61212, 3.973172 43.61216, 3.973142 43.61218, 3.973094 43.61214));;Maize;iPG194;WD2;2
369/DZ_PG_35/ZM4358/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973124 43.61212, 3.973155 43.6121, 3.973203 43.61214, 3.973172 43.61216, 3.973124 43.61212));;Maize;iPG164;WD2;2
370/DZ_PG_08/ZM4343/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973155 43.6121, 3.973185 43.61208, 3.973233 43.61213, 3.973203 43.61214, 3.973155 43.6121));;Maize;iPG063;WD2;2
371/DKC4590/XXXX/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973185 43.61208, 3.973215 43.61207, 3.973263 43.61211, 3.973233 43.61213, 3.973185 43.61208));;Maize;DKC4590;WD2;2
372/DKC4590/XXXX/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973215 43.61207, 3.973245 43.61205, 3.973293 43.61209, 3.973263 43.61211, 3.973215 43.61207));;Maize;DKC4590;WD2;2
373/DZ_PG_17/ZM4348/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973245 43.61205, 3.973276 43.61203, 3.973324 43.61207, 3.973293 43.61209, 3.973245 43.61205));;Maize;iPG110;WD2;2
374/DZ_PG_07/ZM4351/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973276 43.61203, 3.973306 43.61201, 3.973354 43.61205, 3.973324 43.61207, 3.973276 43.61203));;Maize;iPG062;WD2;2
375/DZ_PG_20/ZM4344/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973306 43.61201, 3.973336 43.61199, 3.973384 43.61203, 3.973354 43.61205, 3.973306 43.61201));;Maize;iPG119;WD2;2
376/DZ_PG_09/ZM4368/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973336 43.61199, 3.973366 43.61197, 3.973414 43.61201, 3.973384 43.61203, 3.973336 43.61199));;Maize;iPG066;WD2;2
377/DZ_PG_22/ZM4349/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973366 43.61197, 3.973397 43.61195, 3.973445 43.612, 3.973414 43.61201, 3.973366 43.61197));;Maize;iPG121;WD2;2
378/DZ_PG_13/ZM4379/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973318 43.61193, 3.973349 43.61191, 3.973397 43.61195, 3.973366 43.61197, 3.973318 43.61193));;Maize;iPG089;WD2;2
379/DZ_PG_63/ZM4392/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973288 43.61195, 3.973318 43.61193, 3.973366 43.61197, 3.973336 43.61199, 3.973288 43.61195));;Maize;iPG304;WD2;2
380/DZ_PG_50/ZM4363/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973258 43.61197, 3.973288 43.61195, 3.973336 43.61199, 3.973306 43.61201, 3.973258 43.61197));;Maize;iPG233;WD2;2
381/DZ_PG_47/ZM4362/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973228 43.61199, 3.973258 43.61197, 3.973306 43.61201, 3.973276 43.61203, 3.973228 43.61199));;Maize;iPG202;WD2;2
382/DZ_PG_31/ZM4347/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973197 43.61201, 3.973228 43.61199, 3.973276 43.61203, 3.973245 43.61205, 3.973197 43.61201));;Maize;iPG153;WD2;2
383/DZ_PG_69/ZM4396/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973167 43.61202, 3.973197 43.61201, 3.973245 43.61205, 3.973215 43.61207, 3.973167 43.61202));;Maize;iPG312;WD2;2
384/DZ_PG_52/ZM4370/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973137 43.61204, 3.973167 43.61202, 3.973215 43.61207, 3.973185 43.61208, 3.973137 43.61204));;Maize;iPG239;WD2;2
385/DZ_PG_72/ZM4398/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973107 43.61206, 3.973137 43.61204, 3.973185 43.61208, 3.973155 43.6121, 3.973107 43.61206));;Maize;iPG314;WD2;2
386/DZ_PG_30/ZM4361/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973076 43.61208, 3.973107 43.61206, 3.973155 43.6121, 3.973124 43.61212, 3.973076 43.61208));;Maize;iPG152;WD2;2
387/DZ_PG_23/ZM4388/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973046 43.6121, 3.973076 43.61208, 3.973124 43.61212, 3.973094 43.61214, 3.973046 43.6121));;Maize;iPG128;WD2;2
388/DZ_PG_05/ZM4357/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.973016 43.61212, 3.973046 43.6121, 3.973094 43.61214, 3.973064 43.61216, 3.973016 43.61212));;Maize;iPG026;WD2;2
389/DZ_PG_66/ZM4391/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.972986 43.61214, 3.973016 43.61212, 3.973064 43.61216, 3.973034 43.61218, 3.972986 43.61214));;Maize;iPG318;WD2;2
390/DZ_PG_51/ZM4350/WD2/2/DIA2017-05-19;Plot;;Polygon ((3.972955 43.61215, 3.972986 43.61214, 3.973034 43.61218, 3.973003 43.6122, 3.972955 43.61215));;Maize;iPG234;WD2;2
